page	route	sequence	name	date	location	miles	chains	restriction
0155	SW205	001	Leatherhead to Effingham Junction LEJ Wessex	02/12/06		18	37	*
0155	SW205	001	Leatherhead to Effingham Junction LEJ Wessex	02/12/06		19	08	*
0155	SW205	001	Leatherhead to Effingham Junction LEJ Wessex	02/12/06	Bookham Tunnel 20t°31	19	08	X
0155	SW205	001	Leatherhead to Effingham Junction LEJ Wessex	02/12/06	(91 Yards)	20	35	
0155	SW205	001	Leatherhead to Effingham Junction LEJ Wessex	02/12/06		20	40	*
0155	SW205	001	Leatherhead to Effingham Junction LEJ Wessex	02/12/06	BOOKHAM	20	45	
0155	SW205	001	Leatherhead to Effingham Junction LEJ Wessex	02/12/06		20	54	*
0155	SW205	001	Leatherhead to Effingham Junction LEJ Wessex	02/12/06	Bethell's Crossing	21	20	
0155	SW205	001	Leatherhead to Effingham Junction LEJ Wessex	02/12/06		21	65	*
0155	SW205	001	Leatherhead to Effingham Junction LEJ Wessex	02/12/06		22	10	*
0155	SW205	001	Leatherhead to Effingham Junction LEJ Wessex	02/12/06	Effingham Jn	22	15	
0155	SW205	001	Leatherhead to Effingham Junction LEJ Wessex	02/12/06		21	04	
