page	route	sequence	name	date	location	miles	chains	restriction
0202	SW305	001	Brighton to Havant TBH2 Wessex	02/12/06	BRIGHTON	00	00	
0202	SW305	001	Brighton to Havant TBH2 Wessex	02/12/06		00	22	*
0202	SW305	001	Brighton to Havant TBH2 Wessex	02/12/06	Hove Tunnel	01	25	
0202	SW305	001	Brighton to Havant TBH2 Wessex	02/12/06	220 Yards	00	40	
0203	SW305	002	Brighton to Havant TBH2 Wessex	02/12/06	HOVE	1	35	
0203	SW305	002	Brighton to Havant TBH2 Wessex	02/12/06		1	47	*
0204	SW305	003	Brighton to Havant TBH2 Wessex	02/12/06	ALDRINGTON	1	74	
0204	SW305	003	Brighton to Havant TBH2 Wessex	02/12/06	PO RTSLADE	2	73	
0204	SW305	003	Brighton to Havant TBH2 Wessex	02/12/06	Portslade LC	2	73	CCTV
0204	SW305	003	Brighton to Havant TBH2 Wessex	02/12/06	FISHERGATE	3	47	
0204	SW305	003	Brighton to Havant TBH2 Wessex	02/12/06	SOUTHWICK	4	30	
0205	SW305	004	Brighton to Havant TBH2 Wessex	02/12/06	Shoreham East LC	5	50	CCTV
0205	SW305	004	Brighton to Havant TBH2 Wessex	02/12/06	SHOREHAM—BY—SEA	5	69	
0205	SW305	004	Brighton to Havant TBH2 Wessex	02/12/06	Shoreham East LC	5	69	CCTV
0205	SW305	004	Brighton to Havant TBH2 Wessex	02/12/06	Lancing SB	8	19	LG
0205	SW305	004	Brighton to Havant TBH2 Wessex	02/12/06	Lancing LC	8	19	CCTV
0205	SW305	004	Brighton to Havant TBH2 Wessex	02/12/06	LANGING	8	19	
0205	SW305	004	Brighton to Havant TBH2 Wessex	02/12/06	EAST WORTHING	9	55	
0206	SW305	005	Brighton to Havant TBH2 Wessex	02/12/06	won-mus	10	46	
0206	SW305	005	Brighton to Havant TBH2 Wessex	02/12/06	Worthing Lc	10	46	CCTV
0206	SW305	005	Brighton to Havant TBH2 Wessex	02/12/06	West Worthing LC	11	30	CCTV
0206	SW305	005	Brighton to Havant TBH2 Wessex	02/12/06	WEST won-rams	11	30	
0207	SW305	006	Brighton to Havant TBH2 Wessex	02/12/06	DURRINGTON-ON—SEA	12	13	
0207	SW305	006	Brighton to Havant TBH2 Wessex	02/12/06	GORING-BY-SEA	13	07	
0207	SW305	006	Brighton to Havant TBH2 Wessex	02/12/06	Goring-By—Sea LC	13	07	CCTV
0207	SW305	006	Brighton to Havant TBH2 Wessex	02/12/06	Ferring LC	13	56	CCTV
