page	route	sequence	name	date	location	miles	chains	restriction
0037	LN125	001	Hitchin, Cambridge Jn to Cambridge SBR London North Eastern	02/12/06	Cambridge Jn	32	11	
0037	LN125	001	Hitchin, Cambridge Jn to Cambridge SBR London North Eastern	02/12/06	Hitchin TSC OHNS	32	26	
0037	LN125	001	Hitchin, Cambridge Jn to Cambridge SBR London North Eastern	02/12/06		32	33	
0037	LN125	001	Hitchin, Cambridge Jn to Cambridge SBR London North Eastern	02/12/06		32	37	*
0037	LN125	001	Hitchin, Cambridge Jn to Cambridge SBR London North Eastern	02/12/06		32	43	
0037	LN125	001	Hitchin, Cambridge Jn to Cambridge SBR London North Eastern	02/12/06	Highover Farm LC	33	02	UWC
0037	LN125	001	Hitchin, Cambridge Jn to Cambridge SBR London North Eastern	02/12/06	LEPCHWORTH GARDEN CITY	34	50	
0037	LN125	001	Hitchin, Cambridge Jn to Cambridge SBR London North Eastern	02/12/06		34	59	*
0037	LN125	001	Hitchin, Cambridge Jn to Cambridge SBR London North Eastern	02/12/06		34	63	
0037	LN125	001	Hitchin, Cambridge Jn to Cambridge SBR London North Eastern	02/12/06		35	46	
0037	LN125	001	Hitchin, Cambridge Jn to Cambridge SBR London North Eastern	02/12/06		35	55	
0037	LN125	001	Hitchin, Cambridge Jn to Cambridge SBR London North Eastern	02/12/06		36	37	
0037	LN125	001	Hitchin, Cambridge Jn to Cambridge SBR London North Eastern	02/12/06	BALDOGK	36	47	
0037	LN125	001	Hitchin, Cambridge Jn to Cambridge SBR London North Eastern	02/12/06		36	60	*
0037	LN125	001	Hitchin, Cambridge Jn to Cambridge SBR London North Eastern	02/12/06		36	70	*
0038	LN125	002	Hitchin, Cambridge Jn to Cambridge SBR London North Eastern	02/12/06		40	19	*
0038	LN125	002	Hitchin, Cambridge Jn to Cambridge SBR London North Eastern	02/12/06		40	59	*
0038	LN125	002	Hitchin, Cambridge Jn to Cambridge SBR London North Eastern	02/12/06	ASHWELL & MORDEN	41	00	
0038	LN125	002	Hitchin, Cambridge Jn to Cambridge SBR London North Eastern	02/12/06		41	08	*
0038	LN125	002	Hitchin, Cambridge Jn to Cambridge SBR London North Eastern	02/12/06	Litlington TSC OHNS	43	03	
0038	LN125	002	Hitchin, Cambridge Jn to Cambridge SBR London North Eastern	02/12/06	Litlington LC AHBC	43	13	*
