page	route	sequence	name	date	location	miles	chains	restriction
0157	MD460	001	Fenny Compton to Burton Dassett SJT LNW South	08/10/06	Fenny Compton Jn	94	20	
0157	MD460	001	Fenny Compton to Burton Dassett SJT LNW South	08/10/06	Down Goods Loop	94	23	
0157	MD460	001	Fenny Compton to Burton Dassett SJT LNW South	08/10/06	Change of mileage	95	00	
0157	MD460	001	Fenny Compton to Burton Dassett SJT LNW South	08/10/06	Kineton MOD Branch	22	60	
0157	MD460	001	Fenny Compton to Burton Dassett SJT LNW South	08/10/06		23	03	*
0157	MD460	001	Fenny Compton to Burton Dassett SJT LNW South	08/10/06		25	00	*
0157	MD460	001	Fenny Compton to Burton Dassett SJT LNW South	08/10/06	(Network Rail Boundary)	25	55	
0157	MD460	001	Fenny Compton to Burton Dassett SJT LNW South	08/10/06	Burton Dassett Kineton MOD	25	60	
0157	MD460	001	Fenny Compton to Burton Dassett SJT LNW South	08/10/06	boundary gate	25	60	X
