page	route	sequence	name	date	location	miles	chains	restriction
0047	SC021	001	Coltness to Garriongill Jn (Goods Line) 0082 0081 Scotland	02/12/06	Coltness (Network Rail Boundary)	0	09	
0047	SC021	001	Coltness to Garriongill Jn (Goods Line) 0082 0081 Scotland	02/12/06	(Change of ELR	0	00	
0047	SC021	001	Coltness to Garriongill Jn (Goods Line) 0082 0081 Scotland	02/12/06	0082 to C081)	14	15	
0047	SC021	001	Coltness to Garriongill Jn (Goods Line) 0082 0081 Scotland	02/12/06	Notice Board	14	17	
0047	SC021	001	Coltness to Garriongill Jn (Goods Line) 0082 0081 Scotland	02/12/06	Garriongill Jn	15	29	
