page	route	sequence	name	date	location	miles	chains	restriction	miles.chains
0159	LN3201	030	St. Pancras to Tapton Jn (via Derby) SPC5 London North Eastern	30/08/08	Leicester SB	99	30	LR	99.30
0160	LN3201	031	St. Pancras to Tapton Jn (via Derby) SPC5 London North Eastern	30/08/08	Humberstone Road Jn	100	20		100.20
0160	LN3201	031	St. Pancras to Tapton Jn (via Derby) SPC5 London North Eastern	30/08/08		100	43	*	100.43
0160	LN3201	031	St. Pancras to Tapton Jn (via Derby) SPC5 London North Eastern	30/08/08	Thurmaston Wheelchex	101	78		101.78
0160	LN3201	031	St. Pancras to Tapton Jn (via Derby) SPC5 London North Eastern	30/08/08	SYSTON	103	63		103.63
0160	LN3201	031	St. Pancras to Tapton Jn (via Derby) SPC5 London North Eastern	30/08/08	Syston South Jn	103	72		103.72
0160	LN3201	031	St. Pancras to Tapton Jn (via Derby) SPC5 London North Eastern	30/08/08	Syston North Jn	104	25		104.25
0161	LN3201	032	St. Pancras to Tapton Jn (via Derby) SPC5 London North Eastern	30/08/08	Astral (Shuttlewoods) LC	106	00	UWC	106.00
0161	LN3201	032	St. Pancras to Tapton Jn (via Derby) SPC5 London North Eastern	30/08/08	SILEBY	106	50		106.50
0161	LN3201	032	St. Pancras to Tapton Jn (via Derby) SPC5 London North Eastern	30/08/08	Sileby Jn	107	00		107.00
0161	LN3201	032	St. Pancras to Tapton Jn (via Derby) SPC5 London North Eastern	30/08/08	Mountsorrel	108	00		108.00
0161	LN3201	032	St. Pancras to Tapton Jn (via Derby) SPC5 London North Eastern	30/08/08	Mountsorrel LG	108	15		108.15
0162	LN3201	033	St. Pancras to Tapton Jn (via Derby) SPC5 London North Eastern	30/08/08		108	29	*	108.29
0162	LN3201	033	St. Pancras to Tapton Jn (via Derby) SPC5 London North Eastern	30/08/08	BARRON-U PON-SOAR	108	52		108.52
0162	LN3201	033	St. Pancras to Tapton Jn (via Derby) SPC5 London North Eastern	30/08/08		108	62	*	108.62
0162	LN3201	033	St. Pancras to Tapton Jn (via Derby) SPC5 London North Eastern	30/08/08	Barrow-upon—Soar HABD	108	72		108.72
0162	LN3201	033	St. Pancras to Tapton Jn (via Derby) SPC5 London North Eastern	30/08/08	Shuttlewoods Top LC	110	31	UWC	110.31
0162	LN3201	033	St. Pancras to Tapton Jn (via Derby) SPC5 London North Eastern	30/08/08	Moor Lane LC	110	60	UWC	110.60
0162	LN3201	033	St. Pancras to Tapton Jn (via Derby) SPC5 London North Eastern	30/08/08		111	00	*	111.00
0162	LN3201	033	St. Pancras to Tapton Jn (via Derby) SPC5 London North Eastern	30/08/08	Loughborough HABD	111	05		111.05
0162	LN3201	033	St. Pancras to Tapton Jn (via Derby) SPC5 London North Eastern	30/08/08	Allsopps LC	111	19	UWC	111.19
0162	LN3201	033	St. Pancras to Tapton Jn (via Derby) SPC5 London North Eastern	30/08/08	Loughborough South Jn	111	22		111.22
0162	LN3201	033	St. Pancras to Tapton Jn (via Derby) SPC5 London North Eastern	30/08/08		111	40	*	111.40
