page	route	sequence	name	date	location	miles	chains	restriction
0186	SW260	001	Ascot to Ash Vale Junction AAV Wessex	02/12/06		29	25	*
0186	SW260	001	Ascot to Ash Vale Junction AAV Wessex	02/12/06	BAGSHOT	32	08	
0186	SW260	001	Ascot to Ash Vale Junction AAV Wessex	02/12/06	Jenkins Hill Crossing	33	23	
0186	SW260	001	Ascot to Ash Vale Junction AAV Wessex	02/12/06	Bagshot Tunnel	33	60	
0186	SW260	001	Ascot to Ash Vale Junction AAV Wessex	02/12/06	121 Yards	33	66	
0187	SW260	002	Ascot to Ash Vale Junction AAV Wessex	02/12/06	Camberley LO (CCTV)	35	30	*
0187	SW260	002	Ascot to Ash Vale Junction AAV Wessex	02/12/06	GAMBERLEY	35	30	
0187	SW260	002	Ascot to Ash Vale Junction AAV Wessex	02/12/06		36	00	*
0187	SW260	002	Ascot to Ash Vale Junction AAV Wessex	02/12/06	FRIMLEY	37	48	
0187	SW260	002	Ascot to Ash Vale Junction AAV Wessex	02/12/06	Frimley Crossing	38	29	
