page	route	sequence	name	date	location	miles	chains	restriction
0090	SO210	001	Appledore to Lydd Town (Goods Line) APL Kent / Sussex	02/12/06	(APPLEDORE)	64	57	
0090	SO210	001	Appledore to Lydd Town (Goods Line) APL Kent / Sussex	02/12/06	Ashleys Crossing	65	03	
0090	SO210	001	Appledore to Lydd Town (Goods Line) APL Kent / Sussex	02/12/06	Snargate	65	73	
0090	SO210	001	Appledore to Lydd Town (Goods Line) APL Kent / Sussex	02/12/06	Grove Lane LC	66	30	open
0090	SO210	001	Appledore to Lydd Town (Goods Line) APL Kent / Sussex	02/12/06	Bowdell LC	66	50	open
0090	SO210	001	Appledore to Lydd Town (Goods Line) APL Kent / Sussex	02/12/06	King Street LC	66	71	open
0090	SO210	001	Appledore to Lydd Town (Goods Line) APL Kent / Sussex	02/12/06	Brooklands LC	67	20	AOCL
0090	SO210	001	Appledore to Lydd Town (Goods Line) APL Kent / Sussex	02/12/06	Boarrnans LC	67	45	open
0090	SO210	001	Appledore to Lydd Town (Goods Line) APL Kent / Sussex	02/12/06	Tillery LO	67	59	open
0090	SO210	001	Appledore to Lydd Town (Goods Line) APL Kent / Sussex	02/12/06	Fielders LC	67	71	open
0090	SO210	001	Appledore to Lydd Town (Goods Line) APL Kent / Sussex	02/12/06	Mountain LC	68	15	open
0090	SO210	001	Appledore to Lydd Town (Goods Line) APL Kent / Sussex	02/12/06	Coldharbour LC	66	67	open
0090	SO210	001	Appledore to Lydd Town (Goods Line) APL Kent / Sussex	02/12/06	Midley LC	69	46	open
0090	SO210	001	Appledore to Lydd Town (Goods Line) APL Kent / Sussex	02/12/06	Swamp LC	70	39	open
0090	SO210	001	Appledore to Lydd Town (Goods Line) APL Kent / Sussex	02/12/06	Caldicott LC	71	02	open
0090	SO210	001	Appledore to Lydd Town (Goods Line) APL Kent / Sussex	02/12/06	Lydd Town LC	71	51	TMO
0090	SO210	001	Appledore to Lydd Town (Goods Line) APL Kent / Sussex	02/12/06	Dungeness Ground Frame	73	65	
