page	route	sequence	name	date	location	miles	chains	restriction
0141	MD425	001	Tyseley South Junction to Bearley Junction TSB LNW South	18/02/08	Tyseley South Jn	125	73	
0141	MD425	001	Tyseley South Junction to Bearley Junction TSB LNW South	18/02/08	Change of mileage	0	00	
0141	MD425	001	Tyseley South Junction to Bearley Junction TSB LNW South	18/02/08	SPRING ROAD	0	56	
0141	MD425	001	Tyseley South Junction to Bearley Junction TSB LNW South	18/02/08	HALL GREEN	1	22	
0141	MD425	001	Tyseley South Junction to Bearley Junction TSB LNW South	18/02/08	YARDLEY WOOD	2	48	
0141	MD425	001	Tyseley South Junction to Bearley Junction TSB LNW South	18/02/08	Shirley SB	3	66	SH
0141	MD425	001	Tyseley South Junction to Bearley Junction TSB LNW South	18/02/08	SHIRLEY	3	66	
0142	MD425	002	Tyseley South Junction to Bearley Junction TSB LNW South	07/10/06	WHITLOCKS END	4	60	
0142	MD425	002	Tyseley South Junction to Bearley Junction TSB LNW South	07/10/06	WYTHALL	5	59	
0142	MD425	002	Tyseley South Junction to Bearley Junction TSB LNW South	07/10/06	EARLSWOOD	6	65	
0142	MD425	002	Tyseley South Junction to Bearley Junction TSB LNW South	07/10/06	THE LAKES	7	50	
0142	MD425	002	Tyseley South Junction to Bearley Junction TSB LNW South	07/10/06	WOOD END	8	56	
0142	MD425	002	Tyseley South Junction to Bearley Junction TSB LNW South	07/10/06	Wood End Tunnel	8	62	
0142	MD425	002	Tyseley South Junction to Bearley Junction TSB LNW South	07/10/06	(158 metres! 173 yards) to	8	70	
0143	MD425	003	Tyseley South Junction to Bearley Junction TSB LNW South	23/02/08	Beaumont Hill LC	9	11	UWC
0143	MD425	003	Tyseley South Junction to Bearley Junction TSB LNW South	23/02/08	DANZEY	10	43	
0143	MD425	003	Tyseley South Junction to Bearley Junction TSB LNW South	23/02/08	Henley-in-Arden SB	13	34	
0143	MD425	003	Tyseley South Junction to Bearley Junction TSB LNW South	23/02/08	HENLEY-IN-ARDEN	13	41	
0143	MD425	003	Tyseley South Junction to Bearley Junction TSB LNW South	23/02/08	WOOTTON WAWEN	15	22	
0143	MD425	003	Tyseley South Junction to Bearley Junction TSB LNW South	23/02/08		17	04	*
0143	MD425	003	Tyseley South Junction to Bearley Junction TSB LNW South	23/02/08		17	25	*
0143	MD425	003	Tyseley South Junction to Bearley Junction TSB LNW South	23/02/08	Bearlean SB	17	61	BJ
0143	MD425	003	Tyseley South Junction to Bearley Junction TSB LNW South	23/02/08	Bearley Jn	17	69	
0143	MD425	003	Tyseley South Junction to Bearley Junction TSB LNW South	23/02/08	Change of mileage	12	50	
