page	route	sequence	name	date	location	miles	chains	restriction
0100	SC059	001	Glasgow Central to Stranraer WCM2 Scotland	27/12/08	GLASGOW CENTRAL	102	27	
0100	SC059	001	Glasgow Central to Stranraer WCM2 Scotland	27/12/08	Gantry "A"	102	27	X
0101	SC059	002	Glasgow Central to Stranraer WCM2 AYR1 Scotland	27/12/08		101	57	*
0101	SC059	002	Glasgow Central to Stranraer WCM2 AYR1 Scotland	27/12/08	Bridge St Jn	101	53	
0101	SC059	002	Glasgow Central to Stranraer WCM2 AYR1 Scotland	27/12/08	(Change of ELR WCM2 to AYR1)	0	00	*
0102	SC059	003	Glasgow Central to Stranraer AYR1 Scotland	27/12/08	OHNS	0	10	
0102	SC059	003	Glasgow Central to Stranraer AYR1 Scotland	27/12/08		0	13	*
0102	SC059	003	Glasgow Central to Stranraer AYR1 Scotland	27/12/08	Cook Street	0	19	
0102	SC059	003	Glasgow Central to Stranraer AYR1 Scotland	27/12/08		0	47	*
0102	SC059	003	Glasgow Central to Stranraer AYR1 Scotland	27/12/08		101	69	*
0102	SC059	003	Glasgow Central to Stranraer AYR1 Scotland	27/12/08	Shields Jn	1	00	
0103	SC059	004	Glasgow Central to Stranraer AYR1 Scotland	27/12l08		102	02	*
0103	SC059	004	Glasgow Central to Stranraer AYR1 Scotland	27/12l08		102	16	
0103	SC059	004	Glasgow Central to Stranraer AYR1 Scotland	27/12l08		1	06	
0103	SC059	004	Glasgow Central to Stranraer AYR1 Scotland	27/12l08		1	12	*
0104	SC059	005	Glasgow Central to Stranraer AYR1 Scotland	27112/08	CARBONALD	3	11	
0104	SC059	005	Glasgow Central to Stranraer AYR1 Scotland	27112/08	Cardonald Jn	3	31	
0104	SC059	005	Glasgow Central to Stranraer AYR1 Scotland	27112/08	HILLINGTON EAST	3	62	
0104	SC059	005	Glasgow Central to Stranraer AYR1 Scotland	27112/08	HILLINGTON WEST	4	29	
0105	SC059	Glasgow	Central to Stranraer AYR1 Scotland	11/11I08	Arkleston Jn	5	42	
0105	SC059	Glasgow	Central to Stranraer AYR1 Scotland	11/11I08		6	21	*
0105	SC059	Glasgow	Central to Stranraer AYR1 Scotland	11/11I08		6	24	*
0105	SC059	Glasgow	Central to Stranraer AYR1 Scotland	11/11I08	Paisley SC	6	30	
0105	SC059	Glasgow	Central to Stranraer AYR1 Scotland	11/11I08	Wallneuk Jn	6	34	
0105	SC059	Glasgow	Central to Stranraer AYR1 Scotland	11/11I08	PAISLEY GILMOUR STREET	6	46	
0106	SC059	007	Glasgow Central to Stranraer AYR1 AYR2 AYR3 Scotland	11/11/08	(Change of ELR	5	53	
0106	SC059	007	Glasgow Central to Stranraer AYR1 AYR2 AYR3 Scotland	11/11/08	AYR1 to AYRZ)	6	73	
0106	SC059	007	Glasgow Central to Stranraer AYR1 AYR2 AYR3 Scotland	11/11/08	(Change of ELR	7	00	*
0106	SC059	007	Glasgow Central to Stranraer AYR1 AYR2 AYR3 Scotland	11/11/08	AYRZ to AYR3)	7	00	X
0106	SC059	007	Glasgow Central to Stranraer AYR1 AYR2 AYR3 Scotland	11/11/08	Elderslie	9	03	
0107	SC059	008	Glasgow Central to Stranraer AYR3 Scotland	11/11/08	JOHNSTOHE	10	09	
0107	SC059	008	Glasgow Central to Stranraer AYR3 Scotland	11/11/08		10	28	*
0107	SC059	008	Glasgow Central to Stranraer AYR3 Scotland	11/11/08	MILLIKEH PARK	11	40	
0107	SC059	008	Glasgow Central to Stranraer AYR3 Scotland	11/11/08	HOWWOOD	12	77	
0107	SC059	008	Glasgow Central to Stranraer AYR3 Scotland	11/11/08	Lochwinnoch Crossovers	15	24	
0107	SC059	008	Glasgow Central to Stranraer AYR3 Scotland	11/11/08	LOGHWINNOOH	15	57	
0108	SC059	m	Glasgow Central to Stranraer AYR3 Scotland	11/11l08	OHNS	15	71	
0108	SC059	m	Glasgow Central to Stranraer AYR3 Scotland	11/11l08	GLENGARNOGK	19	63	
0109	SC059	010	Glasgow Central to Stranraer AYR3 AYR4 Scotland	11/11/08	CE Sdg GF	21	07	
0109	SC059	010	Glasgow Central to Stranraer AYR3 AYR4 Scotland	11/11/08	Brownhill	21	28	
0109	SC059	010	Glasgow Central to Stranraer AYR3 AYR4 Scotland	11/11/08	DALRY	22	42	
0109	SC059	010	Glasgow Central to Stranraer AYR3 AYR4 Scotland	11/11/08	(Change Of ELR AYR3 to AYR4)	23	00	
0110	SC059	011	Glasgow Central to Stranraer AYR4 Scotland	11/11/08	Kilwinning Jn	25	65	
0110	SC059	011	Glasgow Central to Stranraer AYR4 Scotland	11/11/08	KILWINNING	26	00	
0111	SC059	012	Glasgow Central to Stranraer AYR4 Scotland	11/11/08	Byrehill Jn	26	75	
0111	SC059	012	Glasgow Central to Stranraer AYR4 Scotland	11/11/08	Bogside	27	71	
0111	SC059	012	Glasgow Central to Stranraer AYR4 Scotland	11/11/08	IRVINE	29	28	
