page	route	sequence	name	date	location	miles	chains	restriction
0091	SO220	001	Ashford to Ramsgate (via Canterbury West) ACR Kent / Sussex	07/03/08		56	75	*
0091	SO220	001	Ashford to Ramsgate (via Canterbury West) ACR Kent / Sussex	07/03/08	Hitachi Depot	57	05	Access
0091	SO220	001	Ashford to Ramsgate (via Canterbury West) ACR Kent / Sussex	07/03/08	Kennington TP Hut	58	13	
0091	SO220	001	Ashford to Ramsgate (via Canterbury West) ACR Kent / Sussex	07/03/08	Spring Grove Crossing	58	47	
0091	SO220	001	Ashford to Ramsgate (via Canterbury West) ACR Kent / Sussex	07/03/08	Wye Substation	59	66	
0091	SO220	001	Ashford to Ramsgate (via Canterbury West) ACR Kent / Sussex	07/03/08	Wye Crossing LC	60	26	
0091	SO220	001	Ashford to Ramsgate (via Canterbury West) ACR Kent / Sussex	07/03/08	WYE	60	32	
0091	SO220	001	Ashford to Ramsgate (via Canterbury West) ACR Kent / Sussex	07/03/08	Sparrows Bridge UWC	60	74	
0091	SO220	001	Ashford to Ramsgate (via Canterbury West) ACR Kent / Sussex	07/03/08	Bilting TP Hut	61	32	
0091	SO220	001	Ashford to Ramsgate (via Canterbury West) ACR Kent / Sussex	07/03/08	Bilting Grange Crossing	61	38	
0091	SO220	001	Ashford to Ramsgate (via Canterbury West) ACR Kent / Sussex	07/03/08	Bilting Crossing	61	64	
0091	SO220	001	Ashford to Ramsgate (via Canterbury West) ACR Kent / Sussex	07/03/08	Buckwell Crossing	61	70	
0091	SO220	001	Ashford to Ramsgate (via Canterbury West) ACR Kent / Sussex	07/03/08	Godmersham Substation	63	06	
0091	SO220	001	Ashford to Ramsgate (via Canterbury West) ACR Kent / Sussex	07/03/08		63	40	*
0091	SO220	001	Ashford to Ramsgate (via Canterbury West) ACR Kent / Sussex	07/03/08	Chilham TP Hut	64	59	
0091	SO220	001	Ashford to Ramsgate (via Canterbury West) ACR Kent / Sussex	07/03/08		64	75	*
0091	SO220	001	Ashford to Ramsgate (via Canterbury West) ACR Kent / Sussex	07/03/08	Chilham Mill LC	64	76	CCTV
0091	SO220	001	Ashford to Ramsgate (via Canterbury West) ACR Kent / Sussex	07/03/08	CHILHAM	65	09	*
0091	SO220	001	Ashford to Ramsgate (via Canterbury West) ACR Kent / Sussex	07/03/08		65	12	*
0091	SO220	001	Ashford to Ramsgate (via Canterbury West) ACR Kent / Sussex	07/03/08	Chilham Road LC	65	40	CCTV
0091	SO220	001	Ashford to Ramsgate (via Canterbury West) ACR Kent / Sussex	07/03/08	Shalmsford Street UWC	66	17	
0092	SO220	002	Ashford to Ramsgate (via Canterbury West) ACR Kent / Sussex	29/03/08	Chartham South Substation	66	32	
0092	SO220	002	Ashford to Ramsgate (via Canterbury West) ACR Kent / Sussex	29/03/08	Deanery Crossing	66	60	
0092	SO220	002	Ashford to Ramsgate (via Canterbury West) ACR Kent / Sussex	29/03/08	Chartham LC	67	10	
0092	SO220	002	Ashford to Ramsgate (via Canterbury West) ACR Kent / Sussex	29/03/08	CHARTHAM	67	14	
0092	SO220	002	Ashford to Ramsgate (via Canterbury West) ACR Kent / Sussex	29/03/08	Horton UWC	67	47	
0092	SO220	002	Ashford to Ramsgate (via Canterbury West) ACR Kent / Sussex	29/03/08	Milton TP Hut	67	69	
0092	SO220	002	Ashford to Ramsgate (via Canterbury West) ACR Kent / Sussex	29/03/08	Whitehall LC	69	30	RIG
0092	SO220	002	Ashford to Ramsgate (via Canterbury West) ACR Kent / Sussex	29/03/08	Canterbury West Substation	69	44	
0092	SO220	002	Ashford to Ramsgate (via Canterbury West) ACR Kent / Sussex	29/03/08	St Dunstans LC (CCTV)	70	15	*
0092	SO220	002	Ashford to Ramsgate (via Canterbury West) ACR Kent / Sussex	29/03/08	SANTERBURY WEST	70	27	
0092	SO220	002	Ashford to Ramsgate (via Canterbury West) ACR Kent / Sussex	29/03/08	CanterburyNVye ACC (CWACC) (EBT)	70	36	*
